,Year,Month,Date,Open,High,Low,Close,Volume
35,2018,9,2018-09-25,161.99000549316406,165.58999633789062,161.14999389648438,164.91000366210938,27622800
36,2018,9,2018-09-26,164.3000030517578,169.3000030517578,164.2100067138672,166.9499969482422,25252200
37,2018,9,2018-09-27,167.5500030517578,171.77000427246094,167.2100067138672,168.83999633789062,27266900
38,2018,9,2018-09-28,168.3300018310547,168.7899932861328,162.55999755859375,164.4600067138672,34265600
39,2019,4,2019-04-02,170.13999938964844,174.89999389648438,169.5500030517578,174.1999969482422,23946500
40,2019,4,2019-04-03,174.5,177.9600067138672,172.9499969482422,173.5399932861328,27391100
41,2019,4,2019-04-04,176.02000427246094,178.0,175.52999877929688,176.02000427246094,17847700
42,2019,4,2019-04-05,176.8800048828125,177.0,175.10000610351562,175.72000122070312,9594100
43,2019,4,2019-04-08,175.2100067138672,175.5,174.22999572753906,174.92999267578125,7297400
44,2019,4,2019-04-09,175.6199951171875,179.19000244140625,175.5500030517578,177.5800018310547,19751000
45,2019,4,2019-04-10,178.17999267578125,178.7899932861328,176.5399932861328,177.82000732421875,11701500
46,2019,4,2019-04-11,178.24000549316406,178.39999389648438,177.0,177.50999450683594,8071000
47,2019,4,2019-04-12,178.0,179.6300048828125,177.9499969482422,179.10000610351562,12329800
48,2019,4,2019-04-15,178.5,180.5,176.8699951171875,179.64999389648438,10834800
49,2019,4,2019-04-16,179.0,180.1699981689453,178.3000030517578,178.8699951171875,11215200
50,2019,4,2019-04-17,179.60000610351562,180.7400054931641,178.36000061035156,178.77999877929688,9973700
51,2019,4,2019-04-18,178.8000030517578,178.8800048828125,177.33999633789062,178.27999877929688,11655600
52,2019,4,2019-04-22,178.25,181.6699981689453,178.25,181.44000244140625,13389900
53,2019,4,2019-04-23,182.7400054931641,184.22000122070312,181.47999572753903,183.77999877929688,19954800
54,2019,4,2019-04-24,184.4900054931641,185.13999938964844,181.6499938964844,182.5800018310547,37289900
55,2019,4,2019-04-25,196.97999572753903,198.47999572753903,192.1199951171875,193.25999450683597,54148800
56,2019,4,2019-04-26,192.5,192.8999938964844,189.08999633789065,191.4900054931641,22075000
57,2019,4,2019-04-29,190.9499969482422,195.41000366210935,190.6499938964844,194.77999877929688,19641300
58,2019,4,2019-04-30,194.19000244140625,197.38999938964844,192.27999877929688,193.3999938964844,23494700
59,2019,12,2019-12-02,202.1300048828125,202.17999267578125,198.0500030517578,199.6999969482422,11503400
60,2019,12,2019-12-03,197.6000061035156,198.92999267578125,195.0800018310547,198.82000732421875,11595300
61,2019,12,2019-12-04,200.0,200.02999877929688,198.0500030517578,198.7100067138672,8456300
62,2019,12,2019-12-05,199.8600006103516,201.2899932861328,198.2100067138672,199.3600006103516,9740400
63,2019,12,2019-12-06,200.5,201.57000732421875,200.05999755859372,201.0500030517578,12270600
64,2019,12,2019-12-09,200.6499938964844,203.13999938964844,200.2100067138672,201.33999633789065,11954800
65,2019,12,2019-12-10,201.66000366210935,202.0500030517578,200.1499938964844,200.8699951171875,9475700
66,2019,12,2019-12-11,200.27999877929688,202.6300048828125,200.27999877929688,202.25999450683597,8036800
67,2019,12,2019-12-12,202.3500061035156,203.66000366210935,194.1000061035156,196.75,23734800
68,2019,12,2019-12-13,196.3999938964844,196.8000030517578,193.1699981689453,194.1100006103516,18798000
69,2019,12,2019-12-16,195.2700042724609,199.1199951171875,194.80999755859372,197.9199981689453,14911500
70,2019,12,2019-12-17,198.83999633789065,199.0,196.1300048828125,198.38999938964844,10175700
71,2019,12,2019-12-18,200.08999633789065,204.3000030517578,200.08999633789065,202.5,23274400
72,2019,12,2019-12-19,202.77999877929688,206.3000030517578,202.50999450683597,206.05999755859372,16514600
73,2019,12,2019-12-20,207.47999572753903,207.7100067138672,203.42999267578125,206.3000030517578,27306900
74,2019,12,2019-12-23,206.6999969482422,208.58999633789065,205.67999267578125,206.17999267578125,13348900
75,2019,12,2019-12-24,206.3000030517578,206.7899932861328,205.0,205.1199951171875,6046300
76,2019,12,2019-12-26,205.57000732421875,207.82000732421875,205.30999755859372,207.7899932861328,9350700
77,2019,12,2019-12-27,208.6699981689453,208.92999267578125,206.58999633789065,208.1000061035156,10284200
78,2019,12,2019-12-30,207.8600006103516,207.8999938964844,203.8999938964844,204.41000366210935,10524300
79,2019,12,2019-12-31,204.0,205.55999755859372,203.6000061035156,205.25,8953500
